class;path;shape;pose;texture;context;weather
car;n02814533_39823_0.JPEG;;;;;
car;n02814533_39958_0.JPEG;;;;;
car;n02814533_40064_0.JPEG;;;;;
car;n02814533_4007_0.JPEG;;;;;
car;n02814533_40090_0.JPEG;;;;;
car;n02814533_40138_0.JPEG;;;;;
car;n02814533_40178_0.JPEG;;;;;
car;n02814533_40186_0.JPEG;;;;;
car;n02814533_40315_0.JPEG;;;;;
car;n02814533_40321_0.JPEG;;;;;
car;n02814533_40393_0.JPEG;;;;;
car;n02814533_40501_0.JPEG;;;;;
car;n02814533_40531_0.JPEG;;;;;
car;n02814533_40716_0.JPEG;;;;;
car;n02814533_40770_0.JPEG;;;;;
car;n02814533_4092_0.JPEG;;;;;
car;n02814533_40956_0.JPEG;;;;;
car;n02814533_40984_0.JPEG;;;;;
car;n02814533_4121_0.JPEG;;;;;
car;n02814533_41381_0.JPEG;;;;;
car;n02814533_41391_0.JPEG;;;;;
car;n02814533_41465_0.JPEG;;;;;
car;n02814533_41481_0.JPEG;;;;;
car;n02814533_41531_0.JPEG;;;;;
car;n02814533_4166_0.JPEG;;;;;
car;n02814533_41843_0.JPEG;;;;;
car;n02814533_42211_0.JPEG;;;;;
car;n02814533_42242_0.JPEG;;;;;
car;n02814533_42278_0.JPEG;;;;;
car;n02814533_42712_0.JPEG;;;;;
car;n02814533_428_0.JPEG;;;;;
car;n02814533_43509_0.JPEG;;;;;
car;n02814533_43575_0.JPEG;;;;;
car;n02814533_43603_0.JPEG;;;;;
car;n02814533_4374_0.JPEG;;;;;
car;n02814533_43868_0.JPEG;;;;;
car;n02814533_44083_0.JPEG;;;;;
car;n02814533_44483_0.JPEG;;;;;
car;n02814533_44526_0.JPEG;;;;;
car;n02814533_44623_0.JPEG;;;;;
car;n02814533_4476_0.JPEG;;;;;
car;n02814533_44792_0.JPEG;;;;;
car;n02814533_44803_0.JPEG;;;;;
car;n02814533_44854_0.JPEG;;;;;
car;n02814533_4488_0.JPEG;;;;;
car;n02814533_44970_0.JPEG;;;;;
car;n02814533_45060_0.JPEG;;;;;
car;n02814533_45195_0.JPEG;;;;;
car;n02814533_45312_0.JPEG;;;;;
car;n02814533_45315_0.JPEG;;;;;
car;n02814533_45804_0.JPEG;;;;;
car;n02814533_45935_0.JPEG;;;;;
car;n02814533_4600_0.JPEG;;;;;
car;n02814533_46320_0.JPEG;;;;;
car;n02814533_46334_0.JPEG;;;;;
car;n02814533_46403_0.JPEG;;;;;
car;n02814533_46485_0.JPEG;;;;;
car;n02814533_46769_0.JPEG;;;;;
car;n02814533_46839_0.JPEG;;;;;
car;n02814533_46875_0.JPEG;;;;;
car;n02814533_4689_0.JPEG;;;;;
car;n02814533_46902_0.JPEG;;;;;
car;n02814533_4714_0.JPEG;;;;;
car;n02814533_4748_0.JPEG;;;;;
car;n02814533_47891_0.JPEG;;;;;
car;n02814533_48275_0.JPEG;;;;;
car;n02814533_4856_0.JPEG;;;;;
car;n02814533_4856_1.JPEG;;;;;
car;n02814533_4977_0.JPEG;;;;;
car;n02814533_50769_0.JPEG;;;;;
car;n02814533_5140_0.JPEG;;;;;
car;n02814533_51485_0.JPEG;;;;;
car;n02814533_51524_0.JPEG;;;;;
car;n02814533_517_0.JPEG;;;;;
car;n02814533_51701_0.JPEG;;;;;
car;n02814533_51791_0.JPEG;;;;;
car;n02814533_5183_0.JPEG;;;;;
car;n02814533_52039_0.JPEG;;;;;
car;n02814533_5230_0.JPEG;;;;;
car;n02814533_5272_0.JPEG;;;;;
car;n02814533_53117_0.JPEG;;;;;
car;n02814533_53612_0.JPEG;;;;;
car;n02814533_5437_0.JPEG;;;;;
car;n02814533_54380_0.JPEG;;;;;
car;n02814533_5496_0.JPEG;;;;;
car;n02814533_56420_0.JPEG;;;;;
car;n02814533_56686_0.JPEG;;;;;
car;n02814533_57951_0.JPEG;;;;;
car;n02814533_57972_0.JPEG;;;;;
car;n02814533_58072_0.JPEG;;;;;
car;n02814533_5851_0.JPEG;;;;;
car;n02814533_58708_0.JPEG;;;;;
car;n02814533_5916_0.JPEG;;;;;
car;n02814533_59264_0.JPEG;;;;;
car;n02814533_5947_0.JPEG;;;;;
car;n02814533_6150_0.JPEG;;;;;
car;n02814533_64_0.JPEG;0;0;0;0;0
car;n02814533_6498_0.JPEG;;;;;
car;n02814533_6515_0.JPEG;;;;;
car;n02814533_6553_0.JPEG;;;;;
car;n02814533_7073_0.JPEG;;;;;
car;n02814533_7103_0.JPEG;;;;;
car;n02814533_72473_0.JPEG;;;;;
car;n02814533_725_0.JPEG;;;;;
car;n02814533_73958_0.JPEG;;;;;
car;n02814533_7411_0.JPEG;;;;;
car;n02814533_74242_0.JPEG;;;;;
car;n02814533_74338_0.JPEG;;;;;
car;n02814533_74394_0.JPEG;;;;;
car;n02814533_74430_0.JPEG;;;;;
car;n02814533_74433_0.JPEG;;;;;
car;n02814533_75173_0.JPEG;;;;;
car;n02814533_7521_0.JPEG;;;;;
car;n02814533_75491_0.JPEG;;;;;
car;n02814533_76_0.JPEG;0;1;0;0;0
car;n02814533_76061_0.JPEG;;;;;
car;n02814533_76202_0.JPEG;;;;;
car;n02814533_77450_0.JPEG;;;;;
car;n02814533_77738_0.JPEG;;;;;
car;n02814533_77957_0.JPEG;;;;;
car;n02814533_78922_0.JPEG;;;;;
car;n02814533_7946_0.JPEG;;;;;
car;n02814533_79974_0.JPEG;;;;;
car;n02814533_80_0.JPEG;0;0;0;0;0
car;n02814533_8009_0.JPEG;;;;;
car;n02814533_80101_0.JPEG;;;;;
car;n02814533_8049_0.JPEG;;;;;
car;n02814533_8108_0.JPEG;;;;;
car;n02814533_81438_0.JPEG;;;;;
car;n02814533_81616_0.JPEG;;;;;
car;n02814533_82845_0.JPEG;;;;;
car;n02814533_8384_0.JPEG;;;;;
car;n02814533_8387_0.JPEG;;;;;
car;n02814533_84322_0.JPEG;;;;;
car;n02814533_8446_0.JPEG;;;;;
car;n02814533_84791_0.JPEG;;;;;
car;n02814533_85368_0.JPEG;;;;;
car;n02814533_85981_0.JPEG;;;;;
car;n02814533_86651_0.JPEG;;;;;
car;n02814533_874_0.JPEG;;;;;
car;n02814533_9481_0.JPEG;;;;;
car;n02814533_9532_0.JPEG;;;;;
car;n02814533_9740_0.JPEG;;;;;
car;n02814533_9835_0.JPEG;;;;;
car;n02814533_9886_0.JPEG;;;;;
car;n02958343_10010_0.JPEG;;;;;
car;n02958343_10030_0.JPEG;;;;;
car;n02958343_10040_0.JPEG;;;;;
car;n02958343_10077_0.JPEG;;;;;
car;n02958343_10078_0.JPEG;;;;;
car;n02958343_10096_0.JPEG;;;;;
car;n02958343_10098_0.JPEG;;;;;
car;n02958343_10156_0.JPEG;;;;;
car;n02958343_10187_0.JPEG;;;;;
car;n02958343_10232_0.JPEG;;;;;
car;n02958343_10247_0.JPEG;;;;;
car;n02958343_10307_0.JPEG;;;;;
car;n02958343_10384_0.JPEG;;;;;
car;n02958343_10426_0.JPEG;;;;;
car;n02958343_10429_0.JPEG;;;;;
car;n02958343_10433_0.JPEG;;;;;
car;n02958343_10504_0.JPEG;;;;;
car;n02958343_1053_0.JPEG;;;;;
car;n02958343_10531_0.JPEG;;;;;
car;n02958343_10580_0.JPEG;;;;;
car;n02958343_1065_0.JPEG;;;;;
car;n02958343_10663_0.JPEG;;;;;
car;n02958343_10671_0.JPEG;;;;;
car;n02958343_10682_0.JPEG;;;;;
car;n02958343_10750_0.JPEG;;;;;
car;n02958343_10794_0.JPEG;;;;;
car;n02958343_10801_0.JPEG;;;;;
car;n02958343_1081_0.JPEG;;;;;
car;n02958343_10840_0.JPEG;;;;;
car;n02958343_10876_0.JPEG;;;;;
car;n02958343_10883_0.JPEG;;;;;
car;n02958343_10891_0.JPEG;;;;;
car;n02958343_10911_0.JPEG;;;;;
car;n02958343_10951_0.JPEG;;;;;
car;n02958343_11106_0.JPEG;;;;;
car;n02958343_1111_0.JPEG;;;;;
car;n02958343_11117_0.JPEG;;;;;
car;n02958343_11256_0.JPEG;;;;;
car;n02958343_11257_0.JPEG;;;;;
car;n02958343_1128_0.JPEG;;;;;
car;n02958343_11304_0.JPEG;;;;;
car;n02958343_11342_0.JPEG;;;;;
car;n02958343_11365_0.JPEG;;;;;
car;n02958343_11428_0.JPEG;;;;;
car;n02958343_1144_0.JPEG;;;;;
car;n02958343_11461_0.JPEG;;;;;
car;n02958343_11481_0.JPEG;;;;;
car;n02958343_1150_0.JPEG;;;;;
car;n02958343_11564_0.JPEG;;;;;
car;n02958343_11579_0.JPEG;;;;;
car;n02958343_11586_0.JPEG;;;;;
car;n02958343_11605_0.JPEG;;;;;
car;n02958343_11621_0.JPEG;;;;;
car;n02958343_11728_0.JPEG;;;;;
car;n02958343_11897_0.JPEG;;;;;
car;n02958343_11939_0.JPEG;;;;;
car;n02958343_11955_0.JPEG;;;;;
car;n02958343_11980_0.JPEG;;;;;
car;n02958343_11999_0.JPEG;;;;;
car;n02958343_12_0.JPEG;;;;;
car;n02958343_12022_0.JPEG;;;;;
car;n02958343_1203_0.JPEG;;;;;
car;n02958343_12104_0.JPEG;;;;;
car;n02958343_12128_0.JPEG;;;;;
car;n02958343_12198_0.JPEG;;;;;
car;n02958343_12198_1.JPEG;;;;;
car;n02958343_12226_0.JPEG;;;;;
car;n02958343_1235_0.JPEG;;;;;
car;n02958343_12379_0.JPEG;;;;;
car;n02958343_12557_0.JPEG;;;;;
car;n02958343_12566_0.JPEG;;;;;
car;n02958343_12582_0.JPEG;;;;;
car;n02958343_12602_0.JPEG;0;0;0;0;0
car;n02958343_12624_0.JPEG;;;;;
car;n02958343_12648_0.JPEG;;;;;
car;n02958343_12677_0.JPEG;;;;;
car;n02958343_12696_0.JPEG;;;;;
car;n02958343_12730_0.JPEG;;;;;
car;n02958343_12752_0.JPEG;;;;;
car;n02958343_12811_0.JPEG;;;;;
car;n02958343_12866_0.JPEG;;;;;
car;n02958343_12888_0.JPEG;;;;;
car;n02958343_12919_0.JPEG;;;;;
car;n02958343_12984_0.JPEG;;;;;
car;n02958343_13005_0.JPEG;;;;;
car;n02958343_13036_0.JPEG;;;;;
car;n02958343_13043_0.JPEG;;;;;
car;n02958343_13115_0.JPEG;;;;;
car;n02958343_1315_0.JPEG;;;;;
car;n02958343_13170_0.JPEG;;;;;
car;n02958343_13202_0.JPEG;;;;;
car;n02958343_13280_0.JPEG;;;;;
car;n02958343_13320_0.JPEG;;;;;
car;n02958343_13346_0.JPEG;;;;;
car;n02958343_1339_0.JPEG;;;;;
car;n02958343_13441_0.JPEG;;;;;
car;n02958343_13443_0.JPEG;;;;;
car;n02958343_13459_0.JPEG;;;;;
car;n02958343_13488_0.JPEG;;;;;
car;n02958343_13502_0.JPEG;;;;;
car;n02958343_13514_0.JPEG;;;;;
car;n02958343_1359_0.JPEG;;;;;
car;n02958343_13634_0.JPEG;;;;;
car;n02958343_13771_0.JPEG;;;;;
car;n02958343_13798_0.JPEG;;;;;
car;n02958343_13803_0.JPEG;;;;;
car;n02958343_13814_0.JPEG;;;;;
car;n02958343_13818_0.JPEG;;;;;
car;n02958343_13874_0.JPEG;;;;;
car;n02958343_13916_0.JPEG;;;;;
car;n02958343_13941_0.JPEG;;;;;
car;n02958343_14098_0.JPEG;;;;;
car;n02958343_1412_0.JPEG;;;;;
car;n02958343_14120_0.JPEG;;;;;
car;n02958343_14237_0.JPEG;;;;;
car;n02958343_14288_0.JPEG;;;;;
car;n02958343_14295_0.JPEG;;;;;
car;n02958343_1434_0.JPEG;;;;;
car;n02958343_14365_0.JPEG;;;;;
car;n02958343_14420_0.JPEG;;;;;
car;n02958343_14424_0.JPEG;;;;;
car;n02958343_14448_0.JPEG;;;;;
car;n02958343_14471_0.JPEG;;;;;
car;n02958343_14515_0.JPEG;;;;;
car;n02958343_14576_0.JPEG;;;;;
car;n02958343_14608_0.JPEG;;;;;
car;n02958343_14698_0.JPEG;;;;;
car;n02958343_14718_0.JPEG;;;;;
car;n02958343_14752_0.JPEG;;;;;
car;n02958343_14759_0.JPEG;;;;;
car;n02958343_14790_0.JPEG;;;;;
car;n02958343_148_0.JPEG;;;;;
car;n02958343_14872_0.JPEG;;;;;
car;n02958343_1496_0.JPEG;;;;;
car;n02958343_1517_0.JPEG;;;;;
car;n02958343_1521_0.JPEG;;;;;
car;n02958343_1543_0.JPEG;;;;;
car;n02958343_16309_0.JPEG;;;;;
car;n02958343_1635_0.JPEG;;;;;
car;n02958343_16403_0.JPEG;;;;;
car;n02958343_1653_0.JPEG;;;;;
car;n02958343_16580_0.JPEG;;;;;
car;n02958343_17031_0.JPEG;;;;;
car;n02958343_175_0.JPEG;;;;;
car;n02958343_1778_0.JPEG;;;;;
car;n02958343_1812_0.JPEG;;;;;
car;n02958343_18343_0.JPEG;;;;;
car;n02958343_1853_0.JPEG;;;;;
car;n02958343_18972_0.JPEG;;;;;
car;n02958343_19208_0.JPEG;;;;;
car;n02958343_19290_0.JPEG;;;;;
car;n02958343_1958_0.JPEG;;;;;
car;n02958343_1982_0.JPEG;;;;;
car;n02958343_2032_0.JPEG;;;;;
car;n02958343_2067_0.JPEG;;;;;
car;n02958343_20771_0.JPEG;;;;;
car;n02958343_210_0.JPEG;;;;;
car;n02958343_2179_0.JPEG;;;;;
car;n02958343_22067_0.JPEG;;;;;
car;n02958343_2227_0.JPEG;;;;;
car;n02958343_22657_0.JPEG;;;;;
car;n02958343_2268_0.JPEG;;;;;
car;n02958343_22852_0.JPEG;;;;;
car;n02958343_23074_0.JPEG;;;;;
car;n02958343_2309_0.JPEG;;;;;
car;n02958343_2365_0.JPEG;;;;;
car;n02958343_24067_0.JPEG;;;;;
car;n02958343_24245_0.JPEG;;;;;
car;n02958343_2428_0.JPEG;;;;;
car;n02958343_24294_0.JPEG;;;;;
car;n02958343_251_0.JPEG;;;;;
car;n02958343_25185_0.JPEG;;;;;
car;n02958343_2522_0.JPEG;;;;;
car;n02958343_254_0.JPEG;;;;;
car;n02958343_2682_0.JPEG;;;;;
car;n02958343_2753_0.JPEG;;;;;
car;n02958343_2772_0.JPEG;;;;;
car;n02958343_282_0.JPEG;;;;;
car;n02958343_28376_0.JPEG;;;;;
car;n02958343_28408_0.JPEG;;;;;
car;n02958343_28735_0.JPEG;;;;;
car;n02958343_28739_0.JPEG;;;;;
car;n02958343_28760_0.JPEG;;;;;
car;n02958343_288_0.JPEG;;;;;
car;n02958343_2882_0.JPEG;;;;;
car;n02958343_2903_0.JPEG;;;;;
car;n02958343_29387_0.JPEG;;;;;
car;n02958343_29460_0.JPEG;;;;;
car;n02958343_3011_0.JPEG;;;;;
car;n02958343_3063_0.JPEG;;;;;
car;n02958343_3075_0.JPEG;;;;;
car;n02958343_3096_0.JPEG;;;;;
car;n02958343_314_0.JPEG;;;;;
car;n02958343_3257_0.JPEG;;;;;
car;n02958343_3339_0.JPEG;;;;;
car;n02958343_3365_0.JPEG;;;;;
car;n02958343_34572_0.JPEG;;;;;
car;n02958343_3462_0.JPEG;;;;;
car;n02958343_3487_0.JPEG;;;;;
car;n02958343_3493_0.JPEG;;;;;
car;n02958343_3523_0.JPEG;;;;;
car;n02958343_3637_0.JPEG;;;;;
car;n02958343_3643_0.JPEG;;;;;
car;n02958343_3662_0.JPEG;;;;;
car;n02958343_3666_0.JPEG;;;;;
car;n02958343_3677_0.JPEG;;;;;
car;n02958343_36782_0.JPEG;;;;;
car;n02958343_3691_0.JPEG;;;;;
car;n02958343_3723_0.JPEG;;;;;
car;n02958343_3760_0.JPEG;;;;;
car;n02958343_3763_0.JPEG;;;;;
car;n02958343_37775_0.JPEG;;;;;
car;n02958343_38619_0.JPEG;;;;;
car;n02958343_3867_0.JPEG;;;;;
car;n02958343_3967_0.JPEG;;;;;
car;n02958343_4087_0.JPEG;;;;;
car;n02958343_4150_0.JPEG;;;;;
car;n02958343_4269_0.JPEG;;;;;
car;n02958343_427_0.JPEG;;;;;
car;n02958343_4281_0.JPEG;;;;;
car;n02958343_4286_0.JPEG;;;;;
car;n02958343_43870_0.JPEG;;;;;
car;n02958343_4392_0.JPEG;;;;;
car;n02958343_4414_0.JPEG;;;;;
car;n02958343_4446_0.JPEG;;;;;
car;n02958343_4459_0.JPEG;;;;;
car;n02958343_4478_0.JPEG;;;;;
car;n02958343_4489_0.JPEG;;;;;
car;n02958343_4511_0.JPEG;;;;;
car;n02958343_4533_0.JPEG;;;;;
car;n02958343_45804_0.JPEG;;;;;
car;n02958343_461_0.JPEG;;;;;
car;n02958343_4631_0.JPEG;;;;;
car;n02958343_4643_0.JPEG;;;;;
car;n02958343_4724_0.JPEG;;;;;
car;n02958343_4725_0.JPEG;;;;;
car;n02958343_47332_0.JPEG;;;;;
car;n02958343_4872_0.JPEG;;;;;
car;n02958343_4882_0.JPEG;;;;;
car;n02958343_48994_0.JPEG;;;;;
car;n02958343_4929_0.JPEG;;;;;
car;n02958343_4942_0.JPEG;;;;;
car;n02958343_5043_0.JPEG;;;;;
